Date,Wanted temperature,Gain,Int 0,Int 1,Int 2,Int 3,Int 4,Int 5,Int 6,Int 7,Int 8,Int 9,Int 10,Int 11,Ext 0,Ext 1,Ext 2,Ext 3
2023-06-16 14:49:54.668342,35,-100.0,40.49721420876384,40.49350610453403,40.46620824738499,40.45801292676018,40.506559638049865,40.48442564380212,40.49491206917031,40.4894362067177,40.518855024758686,40.50092820831548,40.481551280325625,40.48812460599762,8.13755574886892,10.473896131953097,8.056250540029112,9.564317329758126
2023-06-16 14:49:57.830809,35,-100.0,40.49536017150539,40.49498830036995,40.48567985804314,40.46097055268607,40.51151793689348,40.48537396981525,40.497924020132494,40.49751929953337,40.50926140241073,40.48375871907457,40.476211830292314,40.473557668739666,8.156906954373937,10.417982418575662,8.059915267571057,9.553825729393168
2023-06-16 14:49:59.781298,35,-100.0,40.49175509905841,40.512562908138484,40.468197282882336,40.45695663178665,40.500981551850806,40.47989475285051,40.499170344668556,40.50743456005394,40.50175335013845,40.489130767855464,40.4892400883736,40.47796878354314,8.148825856882638,10.43576065560535,8.08018117011585,9.578878562717591
2023-06-16 14:50:01.397375,35,-100.0,40.50627839091622,40.46862638871715,40.47458313368957,40.47427986935258,40.521847726151016,40.48368805690301,40.49044607291607,40.50441687206941,40.48392172599169,40.48944677072493,40.48603641835359,40.48320057086816,8.161373054479498,10.438545431000193,8.076515794595537,9.554039834878381
2023-06-16 14:50:02.981091,35,-100.0,40.498244229462955,40.516903624515024,40.497823443184764,40.4904411824476,40.52081474722523,40.487692100069594,40.473309110545124,40.50183028236841,40.506341604304836,40.490500113623156,40.496501740418935,40.48556000436769,8.159033648244986,10.435332234207294,8.091393635355132,9.589586436303364
2023-06-16 14:50:04.679167,35,-100.0,40.48547197279368,40.502293408418325,40.473222214665086,40.46709706353254,40.51781910834053,40.495805555959734,40.490342212538074,40.49838149610038,40.493515348339656,40.5005068711562,40.4895604553756,40.48781685380203,8.178388273281769,10.427406706927002,8.057975103110778,9.55446804694941
2023-06-16 14:50:06.346003,35,-100.0,40.49690520255408,40.48471880064979,40.45992708265658,40.458012926760176,40.51193112846377,40.479789383293465,40.50955638246912,40.50280025350628,40.52552884900073,40.50187621692385,40.4861432073543,40.481866978020605,8.162649113223665,10.433832771042432,8.047412561055637,9.564317329758126
2023-06-16 14:50:08.009267,35,-100.0,40.4780558237599,40.47889588843732,40.45375060400694,40.46635765705106,40.501911232884,40.4702007536051,40.48265654456565,40.5234929711144,40.51614378366032,40.488393427826715,40.480376601318305,40.49407448177903,8.164563226464452,10.432119121191306,8.066813895949338,9.56474557706747
2023-06-16 14:50:09.668281,35,-100.0,40.47548077201205,40.50398734651647,40.46830196896115,40.4538933763634,40.51100144743058,40.47473164455675,40.51381465796735,40.50172250779752,40.506654439816145,40.48797209066743,40.49116229038561,40.48853494225841,8.177962863753578,10.446685904654885,8.045257059665062,9.571169463017384
2023-06-16 14:50:11.380308,35,-100.0,40.49886224188244,40.5022934084183,40.493426627874875,40.47153350242139,40.505939850694425,40.48579544804332,40.51163359002925,40.50603349063254,40.508635731388026,40.502297554083135,40.47482357328364,40.48627809282407,8.142233780214497,10.427835100781124,8.057975103110778,9.562818475742802
2023-06-16 14:50:13.142907,35,-100.0,40.48928304938048,40.483765960469555,40.47018631837967,40.47227290890286,40.510175064289996,40.49190688235016,40.50197457487471,40.501830282368374,40.504360312733,40.49450281663636,40.474182839279635,40.4856625884329,8.164137865360772,10.47003919810652,8.09872545656475,9.655567264649335
