Date,Wanted temperature,Gain,Int 0,Int 1,Int 2,Int 3,Int 4,Int 5,Int 6,Int 7,Int 8,Int 9,Int 10,Int 11,Ext 0,Ext 1,Ext 2,Ext 3
2023-06-16 11:48:57.944740,35,-100.0,40.489480991064944,40.53433124141188,40.49739756612021,40.542237143886254,40.458446060616986,40.396425366481814,40.53100090411889,30.609132943030463,40.49926224848537,40.531218263486515,40.52071941741004,40.525522495783626,8.785741648725093,10.685692464443093,8.353380298284776,10.168704671960654
2023-06-16 11:49:01.091104,35,-100.0,40.4840479776793,40.537153775263114,40.51912493105584,40.52771114657806,40.45420343689503,40.41198109650498,40.52441407074156,30.585788284544346,40.49470856433778,40.5109744039361,40.5115025828371,40.511220511101506,8.812221999655833,10.682889285085707,8.411835210855884,10.165885755823297
2023-06-16 11:49:03.023680,35,-100.0,40.48300316741283,40.53527208602896,40.510037042837595,40.52697962153379,40.45971884773356,40.3993883626767,40.56011045807683,30.60255399382075,40.48337730378447,40.51235225825102,40.522414467446445,40.512279917374265,8.785524621605589,10.665855975290242,8.381295264807363,10.161982750977813
2023-06-16 11:49:04.609091,35,-100.0,40.496167776770335,40.54143984518537,40.51964722348218,40.530532743177496,40.45738540468649,40.408594815139395,40.526857573446065,30.608177934274206,40.47808232221751,40.520301417760365,40.50165010450054,40.51355120490156,8.797461715066106,10.678145590997929,8.385657605164852,10.146805610218735
2023-06-16 11:49:06.250370,35,-100.0,40.502645600422426,40.537258313553906,40.5074255807059,40.52583008217845,40.4514457314758,40.371874826581326,40.527707487430256,30.613907986811732,40.49682655696458,40.525176902259425,40.527075855046526,40.527853189583674,8.776409848363073,10.643004915108008,8.370172064073643,10.139868130132527
2023-06-16 11:49:07.876828,35,-100.0,40.47568949554757,40.52899978858174,40.51097716920499,40.52384451420109,40.45812786383786,40.37991724482461,40.52526398472574,30.590563328325587,40.49322596949905,40.527720633302415,40.514468920400816,40.4892908012556,8.726291346014818,10.605934984933981,8.308251216775545,10.102369335382093
2023-06-16 11:49:09.552603,35,-100.0,40.473077469881396,40.52659540789364,40.508052331617506,40.52447153566761,40.44571818945116,40.40351539309101,40.524414070741564,30.61167963304714,40.495449861757166,40.51171632549032,40.52940654884656,40.52043734567443,8.775107796211614,10.664346810192512,8.35556090536619,10.140735293148055
2023-06-16 11:49:11.154249,35,-100.0,40.48927202901164,40.559106816328374,40.52225868561388,40.5368029578429,40.458764257396126,40.40679585316391,40.52696381269407,30.59905229504782,40.47956491705626,40.53015837555193,40.538835264674034,40.51641160183797,8.772720738448754,10.697337135576788,8.377587408796671,10.174993263119973
2023-06-16 11:49:12.764549,35,-100.0,40.48854066182512,40.55032559990227,40.517453595291585,40.53105526106628,40.46449179942074,40.397589400701236,40.53450679930361,30.608071822190187,40.48380090230984,40.51627384360897,40.52802932069197,40.517682889365275,8.793554894934061,10.68396742330782,8.390892637457284,10.15612848271536
2023-06-16 11:49:14.544364,35,-100.0,40.48582415513229,40.59433622032358,40.37298751016658,40.40376990335874,40.341773908263576,40.27113295595518,40.41551884151957,30.123670158602955,40.376312776500484,40.40678741996713,40.39242531778017,40.40326701190843,7.944281454214433,9.692813420912614,8.370172064073643,10.126644672352995
2023-06-16 11:49:16.194101,35,-100.0,40.472868507828096,40.551370982810134,40.50272494886886,40.5172607888024,40.442748352845776,40.38912369728727,40.53471927779964,30.609981839702698,40.497567854383945,40.53641171436596,40.49624713250951,40.52594625829273,8.744296812041682,10.652274165779033,8.377587408796671,10.167186785774334
2023-06-16 11:49:17.848816,35,-100.0,40.493555751104154,40.53966269424201,40.50011348673716,40.51893284604652,40.44783950131212,40.401928073700894,40.53875636922447,30.607116813433944,40.50498082857771,40.53694165833324,40.537140214637645,40.530925467774644,8.787477880267943,10.683751794894988,8.348801161034714,10.128595582499258
2023-06-16 11:49:19.545382,35,-100.0,40.48164491406643,40.5564933590587,40.51296188042507,40.52457603924538,40.46746163602611,40.39568461743308,40.53610038802393,30.604251787165186,40.50286283595091,40.5480704816463,40.53067783637386,40.50592347973779,8.788346005764879,10.698415402588921,8.01437073399046,9.500936116754588
2023-06-16 11:49:21.217535,35,-100.0,40.46137559489696,40.54760760434182,40.507947873132245,40.5083779846931,40.460885569257094,40.40362121438367,40.53089466487087,30.60159898506448,40.49502626323181,40.512776213424864,40.51309169224624,40.50952546106511,8.794206022498884,10.676420657416259,8.392419567892375,10.166536269027574
2023-06-16 11:49:22.939112,35,-100.0,40.49282438391763,40.539871770823574,40.5119172955724,40.518723838891006,40.447733435719066,40.40467942731041,40.525157745477706,30.606055692593664,40.49513216286314,40.52104333931455,40.496141191882266,40.49119773254654,8.777928927627329,10.65033403145668,8.36886352464785,10.183884595219581
2023-06-16 11:49:24.708588,35,-100.0,40.478301521213744,40.547816680923376,40.51985614045272,40.527397635844785,40.44815769809127,40.389864446336006,40.5418373074171,30.585045499956138,40.47151654507447,40.51235225825101,40.51574020792813,40.51980170191078,8.77337174934513,10.211360494348583,7.4359765161223095,9.149248885339773
2023-06-16 11:49:26.461765,35,-100.0,40.481018027906565,40.5372583135539,40.5122306710282,40.53837051150924,40.4604613068849,40.38912369728727,40.52876987991043,30.59502003585477,40.48517759751726,40.5152139556744,40.518494664237245,40.498719517083074,8.777928927627329,10.675773813658736,8.385221363498601,10.12317646608983
2023-06-16 11:49:28.182595,35,-100.0,40.481226989959836,40.57447394507407,40.54137458841786,40.519246356779796,40.45982491332663,40.391134301848105,40.53833141223239,30.604251787165186,40.499897646273425,40.535563804018295,40.51521050479175,40.52329774261085,8.78183522255938,10.68461431085177,8.427108305592071,10.17781239426671
2023-06-16 11:49:29.995509,35,-100.0,40.47746567300056,40.52460918036868,40.51755805377685,40.52583008217845,40.44794556690518,40.396213723896466,40.529619793894646,30.604782347585317,40.49237877244831,40.51765169792393,40.51807090172816,40.44956306602754,8.00291349171448,10.680948660488639,8.38064092837692,10.16046495018918
2023-06-16 11:49:31.787092,35,-100.0,40.49000339619817,40.5444714556182,40.500844696134045,40.53304082904366,40.4596127821405,40.39600208131111,40.53280697133527,30.60191732131658,40.48930768313947,40.5214672944884,40.50493426394608,40.51609377995615,8.798329915162071,10.682242406762612,8.386748216750163,10.161765921113442
2023-06-16 11:49:33.580349,35,-100.0,40.481435952013136,40.56036127581782,40.50909691647017,40.5059744024047,40.457173273500416,40.40097568206685,40.53822517298437,30.60457012341728,40.483589103047144,40.52083136172766,40.51351545475533,40.50941952043783,8.79963222747466,10.68741753017207,8.375188273098729,10.165235246161387
